
---------- Begin Simulation Statistics ----------
simSeconds                                   0.011892                       # Number of seconds simulated (Second)
simTicks                                  11892429333                       # Number of ticks simulated (Tick)
finalTick                                 11892429333                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    566.15                       # Real time elapsed on the host (Second)
hostTickRate                                 21005739                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    4402928                       # Number of bytes of host memory used (Byte)
simInsts                                     50000001                       # Number of instructions simulated (Count)
simOps                                       80745395                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    88316                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     142621                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           333                       # Clock period in ticks (Tick)
system.cpu.numCycles                         35713002                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.714260                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.400050                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        87326637                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       49                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       85041386                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 173311                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              6581242                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          14556691                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  37                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            35512827                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.394667                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.160442                       # Number of insts issued each cycle (Count)
system.l2.overallMissLatency::cpu.inst      129418785                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.data     2199785679                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total        2329204464                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu.inst               2596                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.data             185580                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total                188176                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu.inst              2596                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.data            185580                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total               188176                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu.inst           0.899461                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.data           0.207598                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.217142                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu.inst          0.899461                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.data          0.207598                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.217142                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu.inst 55425.603854                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu.data 57098.730182                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::total    57003.119454                       # average overall miss latency in ticks ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.inst 55425.603854                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.data 57098.730182                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::total   57003.119454                       # average overall miss latency ((Tick/Count))
system.l2.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l2.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l2.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.writebacks::writebacks                27052                       # number of writebacks (Count)
system.l2.writebacks::total                     27052                       # number of writebacks (Count)
system.l2.demandMshrHits::cpu.data                  3                       # number of demand (read+write) MSHR hits (Count)
system.l2.demandMshrHits::total                     3                       # number of demand (read+write) MSHR hits (Count)
system.l2.overallMshrHits::cpu.data                 3                       # number of overall MSHR hits (Count)
system.l2.overallMshrHits::total                    3                       # number of overall MSHR hits (Count)
system.l2.demandMshrMisses::cpu.inst             2335                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu.data            38523                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::total               40858                       # number of demand (read+write) MSHR misses (Count)
system.l2.overallMshrMisses::cpu.inst            2335                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu.data           38523                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::l2.prefetcher          192                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::total              41050                       # number of overall MSHR misses (Count)
system.l2.demandMshrMissLatency::cpu.inst    122420790                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu.data   2084116797                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::total     2206537587                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.inst    122420790                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.data   2084116797                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::l2.prefetcher     11922393                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::total    2218459980                       # number of overall MSHR miss ticks (Tick)
system.l2.demandMshrMissRate::cpu.inst       0.899461                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu.data       0.207582                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::total          0.217127                       # mshr miss ratio for demand accesses (Ratio)
system.l2.overallMshrMissRate::cpu.inst      0.899461                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu.data      0.207582                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::l2.prefetcher          inf                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::total         0.218147                       # mshr miss ratio for overall accesses (Ratio)
system.l2.demandAvgMshrMissLatency::cpu.inst 52428.603854                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu.data 54100.583989                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::total 54005.031744                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.inst 52428.603854                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.data 54100.583989                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::l2.prefetcher 62095.796875                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::total 54042.874056                       # average overall mshr miss latency ((Tick/Count))
system.l2.replacements                          64033                       # number of replacements (Count)
system.l2.CleanEvict.mshrMisses::writebacks         6170                       # number of CleanEvict MSHR misses (Count)
system.l2.CleanEvict.mshrMisses::total           6170                       # number of CleanEvict MSHR misses (Count)
system.l2.CleanEvict.mshrMissRate::writebacks          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2.CleanEvict.mshrMissRate::total          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2.HardPFReq.mshrMisses::l2.prefetcher          192                       # number of HardPFReq MSHR misses (Count)
system.l2.HardPFReq.mshrMisses::total             192                       # number of HardPFReq MSHR misses (Count)
